"VALDATA","VALVALOR"
"1998-05-01",146.544
"1998-06-01",146.951
"1998-07-01",146.398
"1998-08-01",146.144
"1998-09-01",146.111
"1998-10-01",146.063
"1998-11-01",145.797
"1998-12-01",147.231
"1999-01-01",148.921
"1999-02-01",155.528
"1999-03-01",158.6
"1999-04-01",158.647
"1999-05-01",158.1
"1999-06-01",159.711
"1999-07-01",162.253
"1999-08-01",164.612
"1999-09-01",167.028
"1999-10-01",170.182
"1999-11-01",174.496
"1999-12-01",176.647
"2000-01-01",178.454
"2000-02-01",178.8
"2000-03-01",179.128
"2000-04-01",179.357
"2000-05-01",180.563
"2000-06-01",182.236
"2000-07-01",186.353
"2000-08-01",189.746
"2000-09-01",191.049
"2000-10-01",191.763
"2000-11-01",192.506
"2000-12-01",193.97
"2001-01-01",194.92
"2001-02-01",195.58
"2001-03-01",197.151
"2001-04-01",199.374
"2001-05-01",200.251
"2001-06-01",203.167
"2001-07-01",206.45
"2001-08-01",208.315
"2001-09-01",209.111
"2001-10-01",212.135
"2001-11-01",213.756
"2001-12-01",214.137
"2002-01-01",214.535
"2002-02-01",214.927
"2002-03-01",215.17
"2002-04-01",216.673
"2002-05-01",219.07
"2002-06-01",222.872
"2002-07-01",227.441
"2002-08-01",232.818
"2002-09-01",238.973
"2002-10-01",249.042
"2002-11-01",263.58
"2002-12-01",270.692
"2003-01-01",276.578
"2003-02-01",280.984
"2003-03-01",285.64
"2003-04-01",286.815
"2003-05-01",284.9
"2003-06-01",282.913
"2003-07-01",282.349
"2003-08-01",284.105
"2003-09-01",287.081
"2003-10-01",288.337
"2003-11-01",289.718
"2003-12-01",291.462
"2004-01-01",293.793
"2004-02-01",296.976
"2004-03-01",299.746
"2004-04-01",303.184
"2004-05-01",307.616
"2004-06-01",311.576
"2004-07-01",315.113
"2004-08-01",319.244
"2004-09-01",320.788
"2004-10-01",322.492
"2004-11-01",325.148
"2004-12-01",326.833
"2005-01-01",327.915
"2005-02-01",329.241
"2005-03-01",332.49
"2005-04-01",334.17
"2005-05-01",333.321
"2005-06-01",331.823
"2005-07-01",330.484
"2005-08-01",327.887
"2005-09-01",327.454
"2005-10-01",329.529
"2005-11-01",330.619
"2005-12-01",330.835
"2006-01-01",333.222
"2006-02-01",333.03
"2006-03-01",331.531
"2006-04-01",331.607
"2006-05-01",332.851
"2006-06-01",335.067
"2006-07-01",335.637
"2006-08-01",337.011
"2006-09-01",337.817
"2006-10-01",340.541
"2006-11-01",342.482
